Sentence,Word_Count,Tag_Count,Word_Tag_Pairs
eşsiz,1,1,eşsiz:SIFAT-ADJECTIVE
fakir,1,1,fakir:SIFAT-ADJECTIVE
fakir fakat onurlu,3,2,fakir:SIFAT-ADJECTIVE|fakat:BAĞLAÇ-CONJ|onurlu:SIFAT-ADJECTIVE
fakirlere yemek dağıttı,3,2,fakirlere:AD-NOUN|yemek:AD-NOUN|dağıttı:FİİL-VERB
fal baktı,2,2,fal:AD-NOUN|baktı:FİİL-VERB
farklı kültürler tanıdı,3,3,farklı:SIFAT-ADJECTIVE|kültürler:AD-NOUN|tanıdı:FİİL-VERB
farkında olmadan kırdı,3,3,farkında:AD-NOUN|olmadan:BELİRTEÇ-ADVERB|kırdı:FİİL-VERB
faturayı unuttu,2,2,faturayı:AD-NOUN|unuttu:FİİL-VERB
faydalı,1,1,faydalı:SIFAT-ADJECTIVE
faydalı ve eğitici,3,2,faydalı:SIFAT-ADJECTIVE|ve:BAĞLAÇ-CONJ|eğitici:SIFAT-ADJECTIVE
fazlasıyla cahil,2,2,fazlasıyla:BELİRTEÇ-ADVERB|cahil:SIFAT-ADJECTIVE
fazlasıyla dar,2,2,fazlasıyla:BELİRTEÇ-ADVERB|dar:SIFAT-ADJECTIVE
fazlasıyla dirençli,2,2,fazlasıyla:BELİRTEÇ-ADVERB|dirençli:SIFAT-ADJECTIVE
fazlasıyla hak etti,3,3,fazlasıyla:BELİRTEÇ-ADVERB|hak:AD-NOUN|etti:FİİL-VERB
fazlasıyla karamsar,2,2,fazlasıyla:BELİRTEÇ-ADVERB|karamsar:SIFAT-ADJECTIVE
fazlasıyla karmaşık,2,2,fazlasıyla:BELİRTEÇ-ADVERB|karmaşık:SIFAT-ADJECTIVE
fazlasıyla kibirli,2,2,fazlasıyla:BELİRTEÇ-ADVERB|kibirli:SIFAT-ADJECTIVE
fazlasıyla romantik,2,2,fazlasıyla:BELİRTEÇ-ADVERB|romantik:SIFAT-ADJECTIVE
fazlasıyla tehlikeli,2,2,fazlasıyla:BELİRTEÇ-ADVERB|tehlikeli:SIFAT-ADJECTIVE
fazlasıyla teorik,2,2,fazlasıyla:BELİRTEÇ-ADVERB|teorik:SIFAT-ADJECTIVE
fazlasıyla yavaş,2,2,fazlasıyla:BELİRTEÇ-ADVERB|yavaş:SIFAT-ADJECTIVE
fazlasıyla çalışkan,2,2,fazlasıyla:BELİRTEÇ-ADVERB|çalışkan:SIFAT-ADJECTIVE
fazlasıyla çekici,2,2,fazlasıyla:BELİRTEÇ-ADVERB|çekici:SIFAT-ADJECTIVE
fazlasıyla çelişkili,2,2,fazlasıyla:BELİRTEÇ-ADVERB|çelişkili:SIFAT-ADJECTIVE
fedakar,1,1,fedakar:SIFAT-ADJECTIVE
fedakar ve yardımsever,3,2,fedakar:SIFAT-ADJECTIVE|ve:BAĞLAÇ-CONJ|yardımsever:SIFAT-ADJECTIVE
fevkalade,1,1,fevkalade:SIFAT-ADJECTIVE
fikri beğendi,2,2,fikri:AD-NOUN|beğendi:FİİL-VERB
filmi izliyor,2,2,filmi:AD-NOUN|izliyor:FİİL-VERB
filmi kaçırdı,2,2,filmi:AD-NOUN|kaçırdı:FİİL-VERB
fiyatların artacağını tahmin ediyorlar,4,2,fiyatların:AD-NOUN|artacağını:FİİL-VERB|tahmin:AD-NOUN|ediyorlar:FİİL-VERB
fotoğrafı beğendi,2,2,fotoğrafı:AD-NOUN|beğendi:FİİL-VERB
futbol takımı,2,1,futbol:AD-NOUN|takımı:AD-NOUN
fırsatı değerlendirdi,2,2,fırsatı:AD-NOUN|değerlendirdi:FİİL-VERB
fırsatı tepti,2,2,fırsatı:AD-NOUN|tepti:FİİL-VERB
fırından yeni çıkmış gibi taze,5,5,fırından:AD-NOUN|yeni:BELİRTEÇ-ADVERB|çıkmış:FİİL-VERB|gibi:İLGEÇ-PREPOS|taze:SIFAT-ADJECTIVE
fısıldadı,1,1,fısıldadı:FİİL-VERB
galiba unuttu,2,2,galiba:BELİRTEÇ-ADVERB|unuttu:FİİL-VERB
gayet büyük,2,2,gayet:BELİRTEÇ-ADVERB|büyük:SIFAT-ADJECTIVE
gayet güvenli,2,2,gayet:BELİRTEÇ-ADVERB|güvenli:SIFAT-ADJECTIVE
gayet modern,2,2,gayet:BELİRTEÇ-ADVERB|modern:SIFAT-ADJECTIVE
gayet resmi,2,2,gayet:BELİRTEÇ-ADVERB|resmi:SIFAT-ADJECTIVE
gayet şüpheli,2,2,gayet:BELİRTEÇ-ADVERB|şüpheli:SIFAT-ADJECTIVE
gayriresmi ve samimi,3,2,gayriresmi:SIFAT-ADJECTIVE|ve:BAĞLAÇ-CONJ|samimi:SIFAT-ADJECTIVE
geceleri çalışır,2,2,geceleri:BELİRTEÇ-ADVERB|çalışır:FİİL-VERB
geceleyin geldi,2,2,geceleyin:BELİRTEÇ-ADVERB|geldi:FİİL-VERB
geldi,1,1,geldi:FİİL-VERB
geleceğe dair umutlar,3,2,geleceğe:AD-NOUN|dair:İLGEÇ-PREPOS|umutlar:AD-NOUN
geleceğe dair umutlu,3,3,geleceğe:AD-NOUN|dair:İLGEÇ-PREPOS|umutlu:SIFAT-ADJECTIVE
geleceği planladı,2,2,geleceği:AD-NOUN|planladı:FİİL-VERB
geleneksel,1,1,geleneksel:SIFAT-ADJECTIVE
geleneği sürdürdü,2,2,geleneği:AD-NOUN|sürdürdü:FİİL-VERB
gelişti,1,1,gelişti:FİİL-VERB
genellikle okur,2,2,genellikle:BELİRTEÇ-ADVERB|okur:FİİL-VERB
geniş,1,1,geniş:SIFAT-ADJECTIVE
genişledi,1,1,genişledi:FİİL-VERB
genç ve dinamik,3,2,genç:SIFAT-ADJECTIVE|ve:BAĞLAÇ-CONJ|dinamik:SIFAT-ADJECTIVE
gençleşti,1,1,gençleşti:FİİL-VERB
gereksiz,1,1,gereksiz:SIFAT-ADJECTIVE
gerindi,1,1,gerindi:FİİL-VERB
gerçekten berbat,2,2,gerçekten:BELİRTEÇ-ADVERB|berbat:SIFAT-ADJECTIVE
gerçekten korkunç,2,2,gerçekten:BELİRTEÇ-ADVERB|korkunç:SIFAT-ADJECTIVE
gerçekten üzüldü,2,2,gerçekten:BELİRTEÇ-ADVERB|üzüldü:FİİL-VERB
gerçekçi,1,1,gerçekçi:SIFAT-ADJECTIVE
gerçeği gizledi,2,2,gerçeği:AD-NOUN|gizledi:FİİL-VERB
gevşedi,1,1,gevşedi:FİİL-VERB
gezdi,1,1,gezdi:FİİL-VERB
gezindi,1,1,gezindi:FİİL-VERB
geç kaldı,2,2,geç:BELİRTEÇ-ADVERB|kaldı:FİİL-VERB
geç kalmaktan nefret eder,4,2,geç:AD-NOUN|kalmaktan:FİİL-VERB|nefret:AD-NOUN|eder:FİİL-VERB
geçici,1,1,geçici:SIFAT-ADJECTIVE
geçmişi hatırladı,2,2,geçmişi:AD-NOUN|hatırladı:FİİL-VERB
geğirdi,1,1,geğirdi:FİİL-VERB
gitti,1,1,gitti:FİİL-VERB
gittiğine üzüldü,2,1,gittiğine:FİİL-VERB|üzüldü:FİİL-VERB
giyindi,1,1,giyindi:FİİL-VERB
gizemli,1,1,gizemli:SIFAT-ADJECTIVE
gizli gizli dinledi,3,2,gizli:BELİRTEÇ-ADVERB|gizli:BELİRTEÇ-ADVERB|dinledi:FİİL-VERB
gizli saklı buluştular,3,2,gizli:BELİRTEÇ-ADVERB|saklı:BELİRTEÇ-ADVERB|buluştular:FİİL-VERB
gizlice girdi,2,2,gizlice:BELİRTEÇ-ADVERB|girdi:FİİL-VERB
gururla yürüdü,2,2,gururla:BELİRTEÇ-ADVERB|yürüdü:FİİL-VERB
gönülden inandı,2,2,gönülden:BELİRTEÇ-ADVERB|inandı:FİİL-VERB
gönülsüzce yardım etti,3,3,gönülsüzce:BELİRTEÇ-ADVERB|yardım:AD-NOUN|etti:FİİL-VERB
gördüklerine inanamadı,2,1,gördüklerine:FİİL-VERB|inanamadı:FİİL-VERB
görevini kötüye kullandı,3,2,görevini:AD-NOUN|kötüye:AD-NOUN|kullandı:FİİL-VERB
görevini tamamladı,2,2,görevini:AD-NOUN|tamamladı:FİİL-VERB
göründü,1,1,göründü:FİİL-VERB
görüştü,1,1,görüştü:FİİL-VERB
gösteri sundu,2,2,gösteri:AD-NOUN|sundu:FİİL-VERB
gözlem yaptı,2,2,gözlem:AD-NOUN|yaptı:FİİL-VERB
gözünü kırpmadan izledi,3,3,gözünü:AD-NOUN|kırpmadan:BELİRTEÇ-ADVERB|izledi:FİİL-VERB
göç etti,2,2,göç:AD-NOUN|etti:FİİL-VERB
güldü,1,1,güldü:FİİL-VERB
gülümsedi,1,1,gülümsedi:FİİL-VERB
gümüş yüzük,2,1,gümüş:AD-NOUN|yüzük:AD-NOUN
gün gibi aydınlık,3,3,gün:AD-NOUN|gibi:İLGEÇ-PREPOS|aydınlık:SIFAT-ADJECTIVE
gündüzleri uyur,2,2,gündüzleri:BELİRTEÇ-ADVERB|uyur:FİİL-VERB
güneş gibi parlak,3,3,güneş:AD-NOUN|gibi:İLGEÇ-PREPOS|parlak:SIFAT-ADJECTIVE
günübirlik gitti,2,2,günübirlik:BELİRTEÇ-ADVERB|gitti:FİİL-VERB
gürledi,1,1,gürledi:FİİL-VERB
gürültülü,1,1,gürültülü:SIFAT-ADJECTIVE
güvendi,1,1,güvendi:FİİL-VERB
güvenilir,1,1,güvenilir:SIFAT-ADJECTIVE
güvenilir ve sadık,3,2,güvenilir:SIFAT-ADJECTIVE|ve:BAĞLAÇ-CONJ|sadık:SIFAT-ADJECTIVE
güvenini kazandı,2,2,güvenini:AD-NOUN|kazandı:FİİL-VERB
güvenli,1,1,güvenli:SIFAT-ADJECTIVE
güzel,1,1,güzel:SIFAT-ADJECTIVE
güzel ama tehlikeli,3,2,güzel:SIFAT-ADJECTIVE|ama:BAĞLAÇ-CONJ|tehlikeli:SIFAT-ADJECTIVE
güzelce süslendi,2,2,güzelce:BELİRTEÇ-ADVERB|süslendi:FİİL-VERB
güzelleşti,1,1,güzelleşti:FİİL-VERB
güçlü,1,1,güçlü:SIFAT-ADJECTIVE
haberi duydu,2,2,haberi:AD-NOUN|duydu:FİİL-VERB
haberi paylaştı,2,2,haberi:AD-NOUN|paylaştı:FİİL-VERB
haberi radyodan az önce duydu,5,4,haberi:AD-NOUN|radyodan:AD-NOUN|az:BELİRTEÇ-ADVERB|önce:İLGEÇ-PREPOS|duydu:FİİL-VERB
haberi soğukkanlılıkla karşıladı,3,3,haberi:AD-NOUN|soğukkanlılıkla:BELİRTEÇ-ADVERB|karşıladı:FİİL-VERB
hafifledi,1,1,hafifledi:FİİL-VERB
hain,1,1,hain:SIFAT-ADJECTIVE
hakaret etti,2,2,hakaret:AD-NOUN|etti:FİİL-VERB
haklı,1,1,haklı:SIFAT-ADJECTIVE
haklı ve gururlu,3,2,haklı:SIFAT-ADJECTIVE|ve:BAĞLAÇ-CONJ|gururlu:SIFAT-ADJECTIVE
haksız,2,1,haksız:SIFAT-ADJECTIVE|haksız:SIFAT-ADJECTIVE
haksızca davrandı,2,2,haksızca:BELİRTEÇ-ADVERB|davrandı:FİİL-VERB
halka güven telkin etti,4,2,halka:AD-NOUN|güven:AD-NOUN|telkin:AD-NOUN|etti:FİİL-VERB
halka yeni vaatler sundu,4,3,halka:AD-NOUN|yeni:SIFAT-ADJECTIVE|vaatler:AD-NOUN|sundu:FİİL-VERB
halıyı dokudu,2,2,halıyı:AD-NOUN|dokudu:FİİL-VERB
hamdı,1,1,hamdı:FİİL-VERB
hapşırdı,1,1,hapşırdı:FİİL-VERB
harfiyen uyguladı,2,2,harfiyen:BELİRTEÇ-ADVERB|uyguladı:FİİL-VERB
harika,1,1,harika:SIFAT-ADJECTIVE
harikulade,1,1,harikulade:SIFAT-ADJECTIVE
hasretle andı,2,2,hasretle:BELİRTEÇ-ADVERB|andı:FİİL-VERB
hassas,1,1,hassas:SIFAT-ADJECTIVE
hasta,1,1,hasta:SIFAT-ADJECTIVE
hastalığı teşhis etti,3,2,hastalığı:AD-NOUN|teşhis:AD-NOUN|etti:FİİL-VERB
hastasını iyileştirdi,2,2,hastasını:AD-NOUN|iyileştirdi:FİİL-VERB
hastaya acil müdahale yaptı,4,3,hastaya:AD-NOUN|acil:SIFAT-ADJECTIVE|müdahale:AD-NOUN|yaptı:FİİL-VERB
hastaya ilacını içirdi,3,2,hastaya:AD-NOUN|ilacını:AD-NOUN|içirdi:FİİL-VERB
hastaya moral aşıladı,3,2,hastaya:AD-NOUN|moral:AD-NOUN|aşıladı:FİİL-VERB
hastaya umut verici sözler söyledi,5,3,hastaya:AD-NOUN|umut:AD-NOUN|verici:SIFAT-ADJECTIVE|sözler:AD-NOUN|söyledi:FİİL-VERB
hastaya yanlış teşhis koydu,4,3,hastaya:AD-NOUN|yanlış:SIFAT-ADJECTIVE|teşhis:AD-NOUN|koydu:FİİL-VERB
hata yapmaktan korkma,3,2,hata:AD-NOUN|yapmaktan:FİİL-VERB|korkma:FİİL-VERB
hatırladı,1,1,hatırladı:FİİL-VERB
havladı,1,1,havladı:FİİL-VERB
hayal kurdu,2,2,hayal:AD-NOUN|kurdu:FİİL-VERB
hayal kırıklığı yaşadı,3,2,hayal:AD-NOUN|kırıklığı:AD-NOUN|yaşadı:FİİL-VERB
hayallerini gerçekleştirmeyi hedefliyor,3,2,hayallerini:AD-NOUN|gerçekleştirmeyi:FİİL-VERB|hedefliyor:FİİL-VERB
hayalperest,1,1,hayalperest:SIFAT-ADJECTIVE
hayat felsefesini benimsedi,3,2,hayat:AD-NOUN|felsefesini:AD-NOUN|benimsedi:FİİL-VERB
hayati derecede önemli,3,2,hayati:SIFAT-ADJECTIVE|derecede:AD-NOUN|önemli:SIFAT-ADJECTIVE
hayatımın en mutlu günü,4,3,hayatımın:AD-NOUN|en:BELİRTEÇ-ADVERB|mutlu:SIFAT-ADJECTIVE|günü:AD-NOUN
hayatın anlamı,2,1,hayatın:AD-NOUN|anlamı:AD-NOUN
hayatını kurtardı,2,2,hayatını:AD-NOUN|kurtardı:FİİL-VERB
hayranlıkla seyretti,2,2,hayranlıkla:BELİRTEÇ-ADVERB|seyretti:FİİL-VERB
hazırlandı,1,1,hazırlandı:FİİL-VERB
hedefi belirledi,2,2,hedefi:AD-NOUN|belirledi:FİİL-VERB
hemen anladı,2,2,hemen:BELİRTEÇ-ADVERB|anladı:FİİL-VERB
hemen hemen bitti,3,2,hemen:BELİRTEÇ-ADVERB|hemen:BELİRTEÇ-ADVERB|bitti:FİİL-VERB
henüz bitmedi,2,2,henüz:BELİRTEÇ-ADVERB|bitmedi:FİİL-VERB
her akşam,2,2,her:BELİRLEYİCİ-DET|akşam:AD-NOUN
her bahar sabahı,3,2,her:BELİRLEYİCİ-DET|bahar:AD-NOUN|sabahı:AD-NOUN
her bayram köyüne mutlaka gider,5,4,her:BELİRLEYİCİ-DET|bayram:AD-NOUN|köyüne:AD-NOUN|mutlaka:BELİRTEÇ-ADVERB|gider:FİİL-VERB
her cuma akşamı,3,2,her:BELİRLEYİCİ-DET|cuma:AD-NOUN|akşamı:AD-NOUN
her fırsatta ailesini ziyaret eder,5,3,her:BELİRLEYİCİ-DET|fırsatta:AD-NOUN|ailesini:AD-NOUN|ziyaret:AD-NOUN|eder:FİİL-VERB
her gece yatmadan önce kitap okur,6,4,her:BELİRLEYİCİ-DET|gece:AD-NOUN|yatmadan:FİİL-VERB|önce:İLGEÇ-PREPOS|kitap:AD-NOUN|okur:FİİL-VERB
her geçen gün,3,3,her:BELİRLEYİCİ-DET|geçen:SIFAT-ADJECTIVE|gün:AD-NOUN
her insanın hayali,3,2,her:BELİRLEYİCİ-DET|insanın:AD-NOUN|hayali:AD-NOUN
her insanın kaderi,3,2,her:BELİRLEYİCİ-DET|insanın:AD-NOUN|kaderi:AD-NOUN
her koşulda adil,3,3,her:BELİRLEYİCİ-DET|koşulda:AD-NOUN|adil:SIFAT-ADJECTIVE
her pazartesi diyete yeniden başlar,5,4,her:BELİRLEYİCİ-DET|pazartesi:AD-NOUN|diyete:AD-NOUN|yeniden:BELİRTEÇ-ADVERB|başlar:FİİL-VERB
her projenin başı,3,2,her:BELİRLEYİCİ-DET|projenin:AD-NOUN|başı:AD-NOUN
her sabah güne sporla başlar,5,3,her:BELİRLEYİCİ-DET|sabah:AD-NOUN|güne:AD-NOUN|sporla:AD-NOUN|başlar:FİİL-VERB
her sabah işe arabayla gider,5,3,her:BELİRLEYİCİ-DET|sabah:AD-NOUN|işe:AD-NOUN|arabayla:AD-NOUN|gider:FİİL-VERB
her sabah parka gider,4,3,her:BELİRLEYİCİ-DET|sabah:AD-NOUN|parka:AD-NOUN|gider:FİİL-VERB
her sabahın ilk ışıkları,4,3,her:BELİRLEYİCİ-DET|sabahın:AD-NOUN|ilk:SIFAT-ADJECTIVE|ışıkları:AD-NOUN
her sınavdan önce mutlaka dua ederdi,6,5,her:BELİRLEYİCİ-DET|sınavdan:AD-NOUN|önce:İLGEÇ-PREPOS|mutlaka:BELİRTEÇ-ADVERB|dua:AD-NOUN|ederdi:FİİL-VERB
her yağmur damlası,3,2,her:BELİRLEYİCİ-DET|yağmur:AD-NOUN|damlası:AD-NOUN
her yemeğe mutlaka karabiber ekler,5,4,her:BELİRLEYİCİ-DET|yemeğe:AD-NOUN|mutlaka:BELİRTEÇ-ADVERB|karabiber:AD-NOUN|ekler:FİİL-VERB
her yeni günün başlangıcı,4,3,her:BELİRLEYİCİ-DET|yeni:SIFAT-ADJECTIVE|günün:AD-NOUN|başlangıcı:AD-NOUN
her zaferin arkasındaki sır,4,3,her:BELİRLEYİCİ-DET|zaferin:AD-NOUN|arkasındaki:SIFAT-ADJECTIVE|sır:AD-NOUN
her zaman adımlarını dikkatli atar,5,4,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|adımlarını:AD-NOUN|dikkatli:BELİRTEÇ-ADVERB|atar:FİİL-VERB
her zaman ailesine maddi destek olurdu,6,4,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|ailesine:AD-NOUN|maddi:SIFAT-ADJECTIVE|destek:AD-NOUN|olurdu:FİİL-VERB
her zaman anlayışlı,3,3,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|anlayışlı:SIFAT-ADJECTIVE
her zaman doğruları söylerdi,4,3,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|doğruları:AD-NOUN|söylerdi:FİİL-VERB
her zaman dürüst,3,3,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|dürüst:SIFAT-ADJECTIVE
her zaman düzenli,3,3,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|düzenli:SIFAT-ADJECTIVE
her zaman en iyisini hedefler,5,5,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|en:BELİRTEÇ-ADVERB|iyisini:ADIL-PRONOUN|hedefler:FİİL-VERB
her zaman en kaliteli malzemeleri kullanır,6,5,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|en:BELİRTEÇ-ADVERB|kaliteli:SIFAT-ADJECTIVE|malzemeleri:AD-NOUN|kullanır:FİİL-VERB
her zaman en son modayı takip eder,7,5,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|en:BELİRTEÇ-ADVERB|son:SIFAT-ADJECTIVE|modayı:AD-NOUN|takip:AD-NOUN|eder:FİİL-VERB
her zaman en zor yolu seçer,6,5,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|en:BELİRTEÇ-ADVERB|zor:SIFAT-ADJECTIVE|yolu:AD-NOUN|seçer:FİİL-VERB
her zaman güler,3,3,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|güler:FİİL-VERB
her zaman haklının yanında yer alır,6,3,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|haklının:AD-NOUN|yanında:AD-NOUN|yer:AD-NOUN|alır:FİİL-VERB
her zaman haksızlığa karşı dimdik durur,6,5,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|haksızlığa:AD-NOUN|karşı:İLGEÇ-PREPOS|dimdik:BELİRTEÇ-ADVERB|durur:FİİL-VERB
her zaman iyimser,3,3,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|iyimser:SIFAT-ADJECTIVE
her zaman kendine çok iyi bakar,6,5,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|kendine:ADIL-PRONOUN|çok:BELİRTEÇ-ADVERB|iyi:BELİRTEÇ-ADVERB|bakar:FİİL-VERB
her zaman kibar,3,3,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|kibar:SIFAT-ADJECTIVE
her zaman neşeli,3,3,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|neşeli:SIFAT-ADJECTIVE
her zaman olaylara iyimser yaklaşır,5,4,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|olaylara:AD-NOUN|iyimser:BELİRTEÇ-ADVERB|yaklaşır:FİİL-VERB
her zaman olaylara şüpheyle yaklaşır,5,3,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|olaylara:AD-NOUN|şüpheyle:AD-NOUN|yaklaşır:FİİL-VERB
her zaman olayları kendi lehine çevirir,6,4,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|olayları:AD-NOUN|kendi:ADIL-PRONOUN|lehine:AD-NOUN|çevirir:FİİL-VERB
her zaman olayların iyi tarafını görür,6,4,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|olayların:AD-NOUN|iyi:SIFAT-ADJECTIVE|tarafını:AD-NOUN|görür:FİİL-VERB
her zaman olayların merkezinde olmayı sever,6,3,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|olayların:AD-NOUN|merkezinde:AD-NOUN|olmayı:FİİL-VERB|sever:FİİL-VERB
her zaman prensiplerine sıkı sıkıya bağlıdır,6,4,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|prensiplerine:AD-NOUN|sıkı:BELİRTEÇ-ADVERB|sıkıya:AD-NOUN|bağlıdır:FİİL-VERB
her zaman randevularına vaktinde gider,5,3,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|randevularına:AD-NOUN|vaktinde:AD-NOUN|gider:FİİL-VERB
her zaman son sözü o söyler,6,5,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|son:SIFAT-ADJECTIVE|sözü:AD-NOUN|o:ADIL-PRONOUN|söyler:FİİL-VERB
her zaman sözünün arkasında durur,5,3,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|sözünün:AD-NOUN|arkasında:AD-NOUN|durur:FİİL-VERB
her zaman verdiği sözün eri oldu,6,4,her:BELİRLEYİCİ-DET|zaman:AD-NOUN|verdiği:SIFAT-ADJECTIVE|sözün:AD-NOUN|eri:AD-NOUN|oldu:FİİL-VERB
her zamankinden daha dikkatli,4,4,her:BELİRLEYİCİ-DET|zamankinden:AD-NOUN|daha:BELİRTEÇ-ADVERB|dikkatli:SIFAT-ADJECTIVE
her zamankinden daha sakin,4,4,her:BELİRLEYİCİ-DET|zamankinden:AD-NOUN|daha:BELİRTEÇ-ADVERB|sakin:SIFAT-ADJECTIVE
her zerresi,2,2,her:BELİRLEYİCİ-DET|zerresi:AD-NOUN
her öğlen aynı yerde yemek yer,6,4,her:BELİRLEYİCİ-DET|öğlen:AD-NOUN|aynı:SIFAT-ADJECTIVE|yerde:AD-NOUN|yemek:AD-NOUN|yer:FİİL-VERB
her şeyi bildiğini iddia ediyor,5,3,her:BELİRLEYİCİ-DET|şeyi:AD-NOUN|bildiğini:FİİL-VERB|iddia:AD-NOUN|ediyor:FİİL-VERB
herkese adıyla teker teker seslendi,5,4,herkese:ADIL-PRONOUN|adıyla:AD-NOUN|teker:BELİRTEÇ-ADVERB|teker:BELİRTEÇ-ADVERB|seslendi:FİİL-VERB
herkese aynı muameleyi yaptı,4,4,herkese:ADIL-PRONOUN|aynı:SIFAT-ADJECTIVE|muameleyi:AD-NOUN|yaptı:FİİL-VERB
herkese aynı soruyu yöneltti,4,4,herkese:ADIL-PRONOUN|aynı:SIFAT-ADJECTIVE|soruyu:AD-NOUN|yöneltti:FİİL-VERB
herkese eşit davranma sözü verdi,5,4,herkese:ADIL-PRONOUN|eşit:SIFAT-ADJECTIVE|davranma:AD-NOUN|sözü:AD-NOUN|verdi:FİİL-VERB
herkese eşit haklar tanıdı,4,4,herkese:ADIL-PRONOUN|eşit:SIFAT-ADJECTIVE|haklar:AD-NOUN|tanıdı:FİİL-VERB
herkese eşit mesafede durur,4,4,herkese:ADIL-PRONOUN|eşit:SIFAT-ADJECTIVE|mesafede:AD-NOUN|durur:FİİL-VERB
herkese gerçeği söyledi,3,3,herkese:ADIL-PRONOUN|gerçeği:AD-NOUN|söyledi:FİİL-VERB
herkese karşı oldukça nazik konuşur,5,4,herkese:ADIL-PRONOUN|karşı:İLGEÇ-PREPOS|oldukça:BELİRTEÇ-ADVERB|nazik:BELİRTEÇ-ADVERB|konuşur:FİİL-VERB
herkese karşı son derece cömerttir,5,5,herkese:ADIL-PRONOUN|karşı:İLGEÇ-PREPOS|son:SIFAT-ADJECTIVE|derece:AD-NOUN|cömerttir:FİİL-VERB
herkese kendi kaderini yaşattı,4,3,herkese:ADIL-PRONOUN|kendi:ADIL-PRONOUN|kaderini:AD-NOUN|yaşattı:FİİL-VERB
herkese kendi payını dağıttı,4,3,herkese:ADIL-PRONOUN|kendi:ADIL-PRONOUN|payını:AD-NOUN|dağıttı:FİİL-VERB
herkese kendi yolunu çizmesini söyledi,5,3,herkese:ADIL-PRONOUN|kendi:ADIL-PRONOUN|yolunu:AD-NOUN|çizmesini:FİİL-VERB|söyledi:FİİL-VERB
herkese tatlı ısmarladı,3,3,herkese:ADIL-PRONOUN|tatlı:AD-NOUN|ısmarladı:FİİL-VERB
herkese teşekkürlerini iletti,3,3,herkese:ADIL-PRONOUN|teşekkürlerini:AD-NOUN|iletti:FİİL-VERB
herkese umut dolu mesajlar yolladı,5,4,herkese:ADIL-PRONOUN|umut:AD-NOUN|dolu:SIFAT-ADJECTIVE|mesajlar:AD-NOUN|yolladı:FİİL-VERB
herkesten bağımsız,2,2,herkesten:ADIL-PRONOUN|bağımsız:SIFAT-ADJECTIVE
herkesten daha başarılı,3,3,herkesten:ADIL-PRONOUN|daha:BELİRTEÇ-ADVERB|başarılı:SIFAT-ADJECTIVE
hesabı ödedi,2,2,hesabı:AD-NOUN|ödedi:FİİL-VERB
hevesini kırdı,2,2,hevesini:AD-NOUN|kırdı:FİİL-VERB
heyecanlandı,1,1,heyecanlandı:FİİL-VERB
hipotezi doğruladı,2,2,hipotezi:AD-NOUN|doğruladı:FİİL-VERB
hisse aldı,2,2,hisse:AD-NOUN|aldı:FİİL-VERB
hiç durmadan koştu,3,2,hiç:BELİRTEÇ-ADVERB|durmadan:BELİRTEÇ-ADVERB|koştu:FİİL-VERB
hiç mutlu değil,3,3,hiç:BELİRTEÇ-ADVERB|mutlu:SIFAT-ADJECTIVE|değil:FİİL-VERB
hiç sevmedi,2,2,hiç:BELİRTEÇ-ADVERB|sevmedi:FİİL-VERB
hiçbir alternatif yol,3,3,hiçbir:BELİRLEYİCİ-DET|alternatif:SIFAT-ADJECTIVE|yol:AD-NOUN
hiçbir belirti,2,2,hiçbir:BELİRLEYİCİ-DET|belirti:AD-NOUN
hiçbir canlı,2,2,hiçbir:BELİRLEYİCİ-DET|canlı:AD-NOUN
hiçbir elle tutulur delil,4,3,hiçbir:BELİRLEYİCİ-DET|elle:AD-NOUN|tutulur:SIFAT-ADJECTIVE|delil:AD-NOUN
hiçbir fikrim,2,2,hiçbir:BELİRLEYİCİ-DET|fikrim:AD-NOUN
hiçbir geçerli mazeret,3,3,hiçbir:BELİRLEYİCİ-DET|geçerli:SIFAT-ADJECTIVE|mazeret:AD-NOUN
