Full_Sentence,Word,Tag
"Kanunun açıkça gösterdiği hallerde, usûlüne göre verilmiş hâkim kararı olmadıkça ; millî güvenlik veya kamu düzeni bakımından gecikmede sakınca bulunan hallerde de, kanunla yetkili kılınan merciin emri bulunmadıkça, konuta girilemez, arama yapılamaz ve buradaki eşyaya el konulamaz.",kılınan,SIFAT-ADJECTIVE
"Kanunun açıkça gösterdiği hallerde, usûlüne göre verilmiş hâkim kararı olmadıkça ; millî güvenlik veya kamu düzeni bakımından gecikmede sakınca bulunan hallerde de, kanunla yetkili kılınan merciin emri bulunmadıkça, konuta girilemez, arama yapılamaz ve buradaki eşyaya el konulamaz.",merciin,AD-NOUN
"Kanunun açıkça gösterdiği hallerde, usûlüne göre verilmiş hâkim kararı olmadıkça ; millî güvenlik veya kamu düzeni bakımından gecikmede sakınca bulunan hallerde de, kanunla yetkili kılınan merciin emri bulunmadıkça, konuta girilemez, arama yapılamaz ve buradaki eşyaya el konulamaz.",emri,AD-NOUN
"Kanunun açıkça gösterdiği hallerde, usûlüne göre verilmiş hâkim kararı olmadıkça ; millî güvenlik veya kamu düzeni bakımından gecikmede sakınca bulunan hallerde de, kanunla yetkili kılınan merciin emri bulunmadıkça, konuta girilemez, arama yapılamaz ve buradaki eşyaya el konulamaz.",bulunmadıkça,FİİL-VERB
"Kanunun açıkça gösterdiği hallerde, usûlüne göre verilmiş hâkim kararı olmadıkça ; millî güvenlik veya kamu düzeni bakımından gecikmede sakınca bulunan hallerde de, kanunla yetkili kılınan merciin emri bulunmadıkça, konuta girilemez, arama yapılamaz ve buradaki eşyaya el konulamaz.",",",NOKTALAMA-PUNCTUATION
"Kanunun açıkça gösterdiği hallerde, usûlüne göre verilmiş hâkim kararı olmadıkça ; millî güvenlik veya kamu düzeni bakımından gecikmede sakınca bulunan hallerde de, kanunla yetkili kılınan merciin emri bulunmadıkça, konuta girilemez, arama yapılamaz ve buradaki eşyaya el konulamaz.",konuta,AD-NOUN
"Kanunun açıkça gösterdiği hallerde, usûlüne göre verilmiş hâkim kararı olmadıkça ; millî güvenlik veya kamu düzeni bakımından gecikmede sakınca bulunan hallerde de, kanunla yetkili kılınan merciin emri bulunmadıkça, konuta girilemez, arama yapılamaz ve buradaki eşyaya el konulamaz.",girilemez,FİİL-VERB
"Kanunun açıkça gösterdiği hallerde, usûlüne göre verilmiş hâkim kararı olmadıkça ; millî güvenlik veya kamu düzeni bakımından gecikmede sakınca bulunan hallerde de, kanunla yetkili kılınan merciin emri bulunmadıkça, konuta girilemez, arama yapılamaz ve buradaki eşyaya el konulamaz.",",",NOKTALAMA-PUNCTUATION
"Kanunun açıkça gösterdiği hallerde, usûlüne göre verilmiş hâkim kararı olmadıkça ; millî güvenlik veya kamu düzeni bakımından gecikmede sakınca bulunan hallerde de, kanunla yetkili kılınan merciin emri bulunmadıkça, konuta girilemez, arama yapılamaz ve buradaki eşyaya el konulamaz.",arama,AD-NOUN
"Kanunun açıkça gösterdiği hallerde, usûlüne göre verilmiş hâkim kararı olmadıkça ; millî güvenlik veya kamu düzeni bakımından gecikmede sakınca bulunan hallerde de, kanunla yetkili kılınan merciin emri bulunmadıkça, konuta girilemez, arama yapılamaz ve buradaki eşyaya el konulamaz.",yapılamaz,FİİL-VERB
"Kanunun açıkça gösterdiği hallerde, usûlüne göre verilmiş hâkim kararı olmadıkça ; millî güvenlik veya kamu düzeni bakımından gecikmede sakınca bulunan hallerde de, kanunla yetkili kılınan merciin emri bulunmadıkça, konuta girilemez, arama yapılamaz ve buradaki eşyaya el konulamaz.",ve,BAĞLAÇ-CONJ
"Kanunun açıkça gösterdiği hallerde, usûlüne göre verilmiş hâkim kararı olmadıkça ; millî güvenlik veya kamu düzeni bakımından gecikmede sakınca bulunan hallerde de, kanunla yetkili kılınan merciin emri bulunmadıkça, konuta girilemez, arama yapılamaz ve buradaki eşyaya el konulamaz.",buradaki,SIFAT-ADJECTIVE
"Kanunun açıkça gösterdiği hallerde, usûlüne göre verilmiş hâkim kararı olmadıkça ; millî güvenlik veya kamu düzeni bakımından gecikmede sakınca bulunan hallerde de, kanunla yetkili kılınan merciin emri bulunmadıkça, konuta girilemez, arama yapılamaz ve buradaki eşyaya el konulamaz.",eşyaya,AD-NOUN
"Kanunun açıkça gösterdiği hallerde, usûlüne göre verilmiş hâkim kararı olmadıkça ; millî güvenlik veya kamu düzeni bakımından gecikmede sakınca bulunan hallerde de, kanunla yetkili kılınan merciin emri bulunmadıkça, konuta girilemez, arama yapılamaz ve buradaki eşyaya el konulamaz.",el,AD-NOUN
"Kanunun açıkça gösterdiği hallerde, usûlüne göre verilmiş hâkim kararı olmadıkça ; millî güvenlik veya kamu düzeni bakımından gecikmede sakınca bulunan hallerde de, kanunla yetkili kılınan merciin emri bulunmadıkça, konuta girilemez, arama yapılamaz ve buradaki eşyaya el konulamaz.",konulamaz,FİİL-VERB
"Kanunun açıkça gösterdiği hallerde, usûlüne göre verilmiş hâkim kararı olmadıkça ; millî güvenlik veya kamu düzeni bakımından gecikmede sakınca bulunan hallerde de, kanunla yetkili kılınan merciin emri bulunmadıkça, konuta girilemez, arama yapılamaz ve buradaki eşyaya el konulamaz.",.,NOKTALAMA-PUNCTUATION
"Herkes, haberleşme hürriyetine sahiptir.",Herkes,ADIL-PRONOUN
"Herkes, haberleşme hürriyetine sahiptir.",",",NOKTALAMA-PUNCTUATION
"Herkes, haberleşme hürriyetine sahiptir.",haberleşme,SIFAT-ADJECTIVE
"Herkes, haberleşme hürriyetine sahiptir.",hürriyetine,AD-NOUN
"Herkes, haberleşme hürriyetine sahiptir.",sahiptir,FİİL-VERB
"Herkes, haberleşme hürriyetine sahiptir.",.,NOKTALAMA-PUNCTUATION
Haberleşmenin gizliliği esastır.,Haberleşmenin,AD-NOUN
Haberleşmenin gizliliği esastır.,gizliliği,AD-NOUN
Haberleşmenin gizliliği esastır.,esastır,FİİL-VERB
Haberleşmenin gizliliği esastır.,.,NOKTALAMA-PUNCTUATION
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",Herkes,ADIL-PRONOUN
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",",",NOKTALAMA-PUNCTUATION
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",seyahat,SIFAT-ADJECTIVE
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",hürriyetine,AD-NOUN
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",sahiptir,FİİL-VERB
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",;,NOKTALAMA-PUNCTUATION
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",bu,BELİRLEYİCİ-DET
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",hürriyet,AD-NOUN
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",",",NOKTALAMA-PUNCTUATION
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",ancak,BAĞLAÇ-CONJ
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",millî,SIFAT-ADJECTIVE
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",güvenliği,AD-NOUN
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",sağlama,AD-NOUN
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",ve,BAĞLAÇ-CONJ
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",salgın,SIFAT-ADJECTIVE
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",hastalıkları,AD-NOUN
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",önleme,AD-NOUN
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",amaçlarıyla,AD-NOUN
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",kanunla,AD-NOUN
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",sınırlanabilir,FİİL-VERB
"Herkes, seyahat hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama ve salgın hastalıkları önleme amaçlarıyla kanunla sınırlanabilir.",.,NOKTALAMA-PUNCTUATION
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",Herkes,ADIL-PRONOUN
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",",",NOKTALAMA-PUNCTUATION
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",dilediği,SIFAT-ADJECTIVE
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",yerde,AD-NOUN
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",yerleşme,SIFAT-ADJECTIVE
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",hürriyetine,AD-NOUN
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",sahiptir,FİİL-VERB
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",;,NOKTALAMA-PUNCTUATION
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",bu,BELİRLEYİCİ-DET
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",hürriyet,AD-NOUN
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",",",NOKTALAMA-PUNCTUATION
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",ancak,BAĞLAÇ-CONJ
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",millî,SIFAT-ADJECTIVE
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",güvenliği,AD-NOUN
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",sağlama,AD-NOUN
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",",",NOKTALAMA-PUNCTUATION
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",salgın,SIFAT-ADJECTIVE
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",hastalıkları,AD-NOUN
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",önleme,AD-NOUN
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",",",NOKTALAMA-PUNCTUATION
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",kamu,SIFAT-ADJECTIVE
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",mallarını,AD-NOUN
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",koruma,AD-NOUN
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",",",NOKTALAMA-PUNCTUATION
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",sosyal,SIFAT-ADJECTIVE
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",",",NOKTALAMA-PUNCTUATION
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",iktisâdî,SIFAT-ADJECTIVE
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",ve,BAĞLAÇ-CONJ
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",tarımsal,SIFAT-ADJECTIVE
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",gelişmeyi,AD-NOUN
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",gerçekleştirme,AD-NOUN
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",zorunluğuyla,AD-NOUN
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",ve,BAĞLAÇ-CONJ
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",kanunla,AD-NOUN
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",sınırlanabilir,FİİL-VERB
"Herkes, dilediği yerde yerleşme hürriyetine sahiptir ; bu hürriyet, ancak millî güvenliği sağlama, salgın hastalıkları önleme, kamu mallarını koruma, sosyal, iktisâdî ve tarımsal gelişmeyi gerçekleştirme zorunluğuyla ve kanunla sınırlanabilir.",.,NOKTALAMA-PUNCTUATION
"Türkler, yurda girme ve yurt dışına çıkma hürriyetine sahiptir.",Türkler,AD-NOUN
"Türkler, yurda girme ve yurt dışına çıkma hürriyetine sahiptir.",",",NOKTALAMA-PUNCTUATION
"Türkler, yurda girme ve yurt dışına çıkma hürriyetine sahiptir.",yurda,AD-NOUN
"Türkler, yurda girme ve yurt dışına çıkma hürriyetine sahiptir.",girme,AD-NOUN
"Türkler, yurda girme ve yurt dışına çıkma hürriyetine sahiptir.",ve,BAĞLAÇ-CONJ
"Türkler, yurda girme ve yurt dışına çıkma hürriyetine sahiptir.",yurt,AD-NOUN
"Türkler, yurda girme ve yurt dışına çıkma hürriyetine sahiptir.",dışına,AD-NOUN
"Türkler, yurda girme ve yurt dışına çıkma hürriyetine sahiptir.",çıkma,AD-NOUN
"Türkler, yurda girme ve yurt dışına çıkma hürriyetine sahiptir.",hürriyetine,AD-NOUN
"Türkler, yurda girme ve yurt dışına çıkma hürriyetine sahiptir.",sahiptir,FİİL-VERB
"Türkler, yurda girme ve yurt dışına çıkma hürriyetine sahiptir.",.,NOKTALAMA-PUNCTUATION
Yurt dışına çıkma hürriyeti kanunla düzenlenir.,Yurt,AD-NOUN
Yurt dışına çıkma hürriyeti kanunla düzenlenir.,dışına,AD-NOUN
Yurt dışına çıkma hürriyeti kanunla düzenlenir.,çıkma,SIFAT-ADJECTIVE
Yurt dışına çıkma hürriyeti kanunla düzenlenir.,hürriyeti,AD-NOUN
Yurt dışına çıkma hürriyeti kanunla düzenlenir.,kanunla,AD-NOUN
Yurt dışına çıkma hürriyeti kanunla düzenlenir.,düzenlenir,FİİL-VERB
Yurt dışına çıkma hürriyeti kanunla düzenlenir.,.,NOKTALAMA-PUNCTUATION
"Herkes, vicdan ve dinî inanç ve kanaat hürriyetine sahiptir.",Herkes,ADIL-PRONOUN
"Herkes, vicdan ve dinî inanç ve kanaat hürriyetine sahiptir.",",",NOKTALAMA-PUNCTUATION
"Herkes, vicdan ve dinî inanç ve kanaat hürriyetine sahiptir.",vicdan,AD-NOUN
"Herkes, vicdan ve dinî inanç ve kanaat hürriyetine sahiptir.",ve,BAĞLAÇ-CONJ
"Herkes, vicdan ve dinî inanç ve kanaat hürriyetine sahiptir.",dinî,SIFAT-ADJECTIVE
"Herkes, vicdan ve dinî inanç ve kanaat hürriyetine sahiptir.",inanç,AD-NOUN
"Herkes, vicdan ve dinî inanç ve kanaat hürriyetine sahiptir.",ve,BAĞLAÇ-CONJ
"Herkes, vicdan ve dinî inanç ve kanaat hürriyetine sahiptir.",kanaat,AD-NOUN
"Herkes, vicdan ve dinî inanç ve kanaat hürriyetine sahiptir.",hürriyetine,AD-NOUN
"Herkes, vicdan ve dinî inanç ve kanaat hürriyetine sahiptir.",sahiptir,FİİL-VERB
"Herkes, vicdan ve dinî inanç ve kanaat hürriyetine sahiptir.",.,NOKTALAMA-PUNCTUATION
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",Kamu,SIFAT-ADJECTIVE
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",düzenine,AD-NOUN
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",veya,BAĞLAÇ-CONJ
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",genel,SIFAT-ADJECTIVE
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",ahlâka,AD-NOUN
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",veya,BAĞLAÇ-CONJ
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",bu,BELİRLEYİCİ-DET
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",amaçlarla,AD-NOUN
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",çıkarılan,SIFAT-ADJECTIVE
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",kanunlara,AD-NOUN
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",aykırı,SIFAT-ADJECTIVE
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",olmıyan,SIFAT-ADJECTIVE
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",ibadetler,AD-NOUN
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",",",NOKTALAMA-PUNCTUATION
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",dinî,SIFAT-ADJECTIVE
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",âyîn,AD-NOUN
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",ve,BAĞLAÇ-CONJ
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",törenler,AD-NOUN
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",serbesttir,FİİL-VERB
"Kamu düzenine veya genel ahlâka veya bu amaçlarla çıkarılan kanunlara aykırı olmıyan ibadetler, dinî âyîn ve törenler serbesttir.",.,NOKTALAMA-PUNCTUATION
"Kimse, ibadete, dinî âyin ve törenlere katılmaya, dinî inanç ve kanaatlerini açıklamaya zorlanamaz.",Kimse,ADIL-PRONOUN
"Kimse, ibadete, dinî âyin ve törenlere katılmaya, dinî inanç ve kanaatlerini açıklamaya zorlanamaz.",",",NOKTALAMA-PUNCTUATION
